List of Securities,,,,,,,,,,,,,,,,,,,,
Updated as at 03/12/2019,,,,,,,,,,,,,,,,,,,,
Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,,,
01916,JIANGXI BANK,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000031B3,,Y,Y,Y,,,,Y,,,,,,
01917,DOUMOB,Equity,Equity Securities (Main Board),"10,000",HKD 0.0010,KYG2819C1033,,Y,,Y,,,,Y,,,,,,
01918,SUNAC,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8569A1067,,Y,Y,Y,Y,Y,Y,Y,,,,,,
01919,COSCO SHIP HOLD,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000002J7,,Y,Y,Y,,,,Y,,,,,,
01920,HANDS FORM HLDG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG4288C1015,,Y,,Y,,,,Y,,,,,,
01921,DALIPAL HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2643G1064,,Y,,Y,,,,Y,,,,,,
01922,YINCHENG LS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9841B1023,,Y,,Y,,,,Y,,,,,,
01928,SANDS CHINA LTD,Equity,Equity Securities (Main Board),400,USD 0.0100,KYG7800X1079,,Y,Y,Y,Y,Y,Y,Y,,,,,,
01929,CHOW TAI FOOK,Equity,Equity Securities (Main Board),200,HKD 1.0000,KYG211461085,,Y,Y,Y,,,,Y,,,,,,
01930,SHINELONG,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8105A1076,,Y,,Y,,,,Y,,,,,,
01931,IVD MEDICAL,Equity,Equity Securities (Main Board),"1,000",USD 0.0005,KYG4977H1065,,Y,,Y,,,,Y,,,,,,
01932,CPM GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2R5391062,,Y,,Y,,,,Y,,,,,,
01933,ONEFORCE HLDGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG675611035,,Y,,Y,,,,Y,,,,,,
01935,JH EDUCATION,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG6578D1034,,Y,,Y,,,,Y,,,,,,
01938,CHU KONG PIPE,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG212331048,,Y,,Y,,,,Y,,,,,,
01939,TOKYO CHUO,Equity,Equity Securities (Main Board),"2,000",,HK0000448487,,Y,,Y,,,,Y,,,,,,
01943,SILVER TIDE,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG8136F1090,,Y,,Y,,,,Y,,,,,,
01949,PLATT NERA,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG7S47A1005,,Y,,Y,,,,Y,,,,,,
01951,JXR,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG5140J1013,,Y,Y,Y,,,,Y,,,,,,
01955,JOHNSON HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4588A1022,,Y,,Y,,,,Y,,,,,,
01958,BAIC MOTOR,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001TJ4,,Y,Y,Y,,,,Y,,,,,,
01959,CENT UNIT HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2066U1031,,Y,,Y,,,,Y,,,,,,
01960,TBKS HLDGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG5823C1006,,Y,,Y,,,,Y,,,,,,
01962,EVERGREEN PG,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG322541072,,Y,,Y,,,,Y,,,,,,
01963,BCQ,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001QN2,,Y,Y,Y,,,,Y,,,,,,
01966,CHINA SCE GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG211901064,,Y,Y,Y,,,,Y,,,,,,
01967,CONFIDENCE IN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2R80A1009,,Y,,Y,,,,Y,,,,,,
01968,HINGTEX HLDGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG459081033,,Y,,Y,,,,Y,,,,,,
01969,CHINA CHUNLAI,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG2121L1068,,Y,,Y,,,,Y,,,,,,
01970,IMAX CHINA,Equity,Equity Securities (Main Board),100,USD 0.0001,KYG476341030,,Y,Y,Y,,,,Y,,,,,,
01972,SWIREPROPERTIES,Equity,Equity Securities (Main Board),200,,HK0000063609,,Y,Y,Y,,,,Y,,,,,,
01975,SUN HING PRINT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8587B1023,,Y,,Y,,,,Y,,,,,,
01977,ANALOGUE HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG0418N1083,,Y,,Y,,,,Y,,,,,,
01978,LH GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG547241029,,Y,,Y,,,,Y,,,,,,
01979,TEN PAO GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG876031090,,Y,,Y,,,,Y,,,,,,
01980,TIANGE,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG887641085,,Y,,Y,,,,Y,,,,,,
01982,NAMESON HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG6362E1017,,Y,,Y,,,,Y,,,,,,
01983,LUZHOU BANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100003FB6,,Y,,Y,,,,Y,,,,,,
01985,MICROWARE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG609061075,,Y,,Y,,,,Y,,,,,,
01986,TSAKER CHEM,Equity,Equity Securities (Main Board),500,USD 0.0100,KYG910801045,,Y,,Y,,,,Y,,,,,,
01987,BENG SOON MACH,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG0984U1067,,Y,,Y,,,,Y,,,,,,
01988,MINSHENG BANK,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000HF9,,Y,Y,Y,Y,Y,Y,Y,,,,,,
01989,PINE CARE GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG710081095,,Y,,Y,,,,Y,,,,,,
01990,XINGHUA PORT,Equity,Equity Securities (Main Board),"1,000",,SG9999018451,,Y,,Y,,,,Y,,,,,,
01991,TA YANG GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG869171044,,Y,,Y,,,,Y,,,,,,
01992,FOSUN TOURISM,Equity,Equity Securities (Main Board),200,EUR 0.0001,KYG365731069,,Y,Y,Y,,,,Y,,,,,,
01993,ASIARAY,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG0623M1015,,Y,,Y,,,,Y,,,,,,
01995,EVERSUNSHINE LS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG3313W1087,,Y,Y,Y,,,,Y,,,,,,
01996,RSUN PPT,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG7459A1013,,Y,Y,Y,,,,Y,,,,,,
01997,WHARF REIC,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG9593A1040,,Y,Y,Y,Y,,,Y,,,,,,
01998,FLYKE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG3604K1022,,Y,,Y,,,,Y,,,,,,
01999,MAN WAH HLDGS,Equity,Equity Securities (Main Board),400,HKD 0.4000,BMG5800U1071,,Y,Y,Y,,,,Y,,,,,,
02000,SIM TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG814741010,,Y,,Y,,,,Y,,,,,,
02001,NEW HIGHER EDU,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG2163K1076,,Y,Y,Y,,,,Y,,,,,,
02002,SUNSHINE PAPER,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG215A01058,,Y,,Y,,,,Y,,,,,,
02003,VCREDIT,Equity,Equity Securities (Main Board),200,HKD 0.1000,KYG940441077,,Y,Y,Y,,,,Y,,,,,,
02005,SSY GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0200,KYG8406X1034,,Y,Y,Y,,,,Y,,,,,,
02006,JINJIANGCAPITAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Z1,,Y,Y,Y,,,,Y,,,,,,
02007,COUNTRY GARDEN,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG245241032,,Y,Y,Y,Y,Y,Y,Y,,,,,,
02008,PHOENIX TV,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG706261099,,Y,,Y,,,,Y,,,,,,
02009,BBMG,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100000F20,,Y,Y,Y,,,,Y,,,,,,
02010,REAL NUTRI,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG7410S1003,,Y,,Y,,,,Y,,,,,,
02011,KEE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG524251082,,Y,,Y,,,,Y,,,,,,
02012,SUNSHINE OIL,Equity,Equity Securities (Main Board),500,,CA8678421063,,Y,,Y,,,,Y,,,,,,
02013,WEIMOB INC,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG9T20A1060,,Y,Y,Y,,,,Y,,,,,,
02014,OZNER WATER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG6868L1041,,Y,,Y,,,,Y,,,,,,
02016,CZBANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000025S9,,Y,Y,Y,,,,Y,,,,,,
02017,CHANHIGH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2121A1004,,Y,,Y,,,,Y,,,,,,
02018,AAC TECH,Equity,Equity Securities (Main Board),500,USD 0.0100,KYG2953R1149,,Y,Y,Y,Y,Y,Y,Y,,,,,,
02019,DEXIN CHINA,Equity,Equity Securities (Main Board),"1,000",USD 0.0005,KYG2751H1020,,Y,Y,Y,,,,Y,,,,,,
02020,ANTA SPORTS,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG040111059,,Y,Y,Y,Y,,,Y,,,,,,
02022,DIGIT HOLLYWOOD,Equity,Equity Securities (Main Board),"4,000",USD 0.0010,KYG2871A1022,,Y,,Y,,,,Y,,,,,,
02023,CHINA LUDAO,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG215821045,,Y,,Y,,,,Y,,,,,,
02025,RUIFENG POWER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG7714A1022,,Y,,Y,,,,Y,,,,,,
02028,JOLIMARK,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG516941005,,Y,,Y,,,,Y,,,,,,
02030,CABBEEN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3164W1087,,Y,,Y,,,,Y,,,,,,
02031,AUSUPREME,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG066021091,,Y,,Y,,,,Y,,,,,,
02033,TIME WATCH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG8879M1050,,Y,,Y,,,,Y,,,,,,
02038,FIH,Equity,Equity Securities (Main Board),"1,000",USD 0.0400,KYG3472Y1017,,Y,Y,Y,,,,Y,,,,,,
02039,CIMC,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100001NN9,,Y,Y,Y,,,,Y,,,,,,
02048,E-HOUSE ENT,Equity,Equity Securities (Main Board),300,USD 0.00001,KYG2955A1013,,Y,Y,Y,,,,Y,,,,,,
02051,51 CREDIT CARD,Equity,Equity Securities (Main Board),500,USD 0.00001,KYG341531096,,Y,Y,Y,,,,Y,,,,,,
02060,PUJIANG INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG7306U1022,,Y,,Y,,,,Y,,,,,,
02066,SHENGJINGBANK,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001TK2,,Y,Y,Y,,,,Y,,,,,,
02068,CHALIECO,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001F78,,Y,,Y,,,,Y,,,,,,
02078,PANASIALUM,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG688451098,,Y,,Y,,,,Y,,,,,,
02080,AUX INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2947D1060,,Y,,Y,,,,Y,,,,,,
02083,NATURE HOME,Equity,Equity Securities (Main Board),"1,000",USD 0.0010,KYG6422S1084,,Y,,Y,,,,Y,,,,,,
02086,HNA TECH INV,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG4527E1089,,Y,,Y,,,,Y,,,,,,
02088,XIWANG PROPERTY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9829U1062,,Y,,Y,,,,Y,,,,,,
02098,ZALL SMARTCOM,Equity,Equity Securities (Main Board),"1,000",HKD 0.00333,KYG9888C1125,,Y,Y,Y,,,,Y,,,,,,
02099,CHINAGOLDINTL,Equity,Equity Securities (Main Board),100,,CA16890P1036,,Y,Y,Y,,,,Y,,,,,,
02100,BAIOO,Equity,Equity Securities (Main Board),"2,000",USD 0.0000,KYG070381051,,Y,,Y,,,,Y,,,,,,
02103,SINIC HOLDINGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG8196J1085,,Y,,Y,,,,Y,,,,,,
02108,K2 F&B,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,,,
02111,BEST PACIFIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG106891008,,Y,,Y,,,,Y,,,,,,
02112,CAA RESOURCES,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG3164G1038,,Y,,Y,,,,Y,,,,,,
02113,CENTURY GP INTL,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,,,
02116,JS INNOV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5140A1004,,Y,,Y,,,,Y,,,,,,
02118,TIAN SHAN DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG887201187,,Y,,Y,,,,Y,,,,,,
02119,TSIT WING INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9113W1073,,Y,,Y,,,,Y,,,,,,
02120,KN HOSPITAL,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100002383,,Y,,Y,,,,Y,,,,,,
02121,FIRST CHEM,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG2114W1015,,Y,,Y,,,,Y,,,,,,
02122,KIDSLAND INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5259R1002,,Y,,Y,,,,Y,,,,,,
02123,GOLDEN SHIELD,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG3959E1075,,Y,,Y,,,,Y,,,,,,
02128,CHINA LESSO,Equity,Equity Securities (Main Board),"1,000",HKD 0.0500,KYG2157Q1029,,Y,Y,Y,,,,Y,,,,,,
02133,GREENWAY MINING,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG4165L1095,,Y,,Y,,,,Y,,,,,,
02136,LIFESTYLE CHI,Equity,Equity Securities (Main Board),500,HKD 0.0050,KYG548741050,,Y,,Y,,,,Y,,,,,,
02138,UM HEALTHCARE,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG9320L1005,,Y,,Y,,,,Y,,,,,,
02139,BANK OF GANSU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100002RW9,,Y,Y,Y,,,,Y,,,,,,
02163,BROAD HOMES,Equity,Equity Securities (Main Board),300,RMB 1.0000,CNE100003NK1,,Y,,Y,,,,Y,,,,,,
02166,SMART-CORE,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG8211R1011,,Y,,Y,,,,Y,,,,,,
02168,KAISA PROSPER,Equity,Equity Securities (Main Board),250,HKD 0.0100,KYG522441032,,Y,,Y,,,,Y,,,,,,
02178,PETRO-KING,Equity,Equity Securities (Main Board),"1,000",,VGG7042T1049,,Y,,Y,,,,Y,,,,,,
02180,MANPOWER GRC,Equity,Equity Securities (Main Board),250,HKD 0.0100,KYG5795B1068,,Y,,Y,,,,Y,,,,,,
02181,MABPHARM-B,Equity,Equity Securities (Main Board),"2,000",USD 0.0001,KYG5780F1046,,Y,,Y,,,,Y,,,,,,
02182,TIAN CHANG GP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG887331034,,Y,,Y,,,,Y,,,,,,
02183,SANSHENG HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG7812E1052,,Y,,Y,,,,Y,,,,,,
02186,LUYE PHARMA,Equity,Equity Securities (Main Board),500,USD 0.0200,BMG570071099,,Y,Y,Y,,,,Y,,,,,,
02188,TITANS ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2113Y1089,,Y,,Y,,,,Y,,,,,,
02189,KATO (HK) HLDGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5216P1063,,Y,,Y,,,,Y,,,,,,
02193,MAN KING HOLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,,,
02196,FOSUN PHARMA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001M79,,Y,Y,Y,,,,Y,,,,,,
02198,CHINA SANJIANG,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG211861045,,Y,,Y,,,,Y,,,,,,
02199,REGINA MIRACLE,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG748071019,,Y,Y,Y,,,,Y,,,,,,
02200,HOSA INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG461091079,,Y,,Y,,,,Y,,,,,,
02202,CHINA VANKE,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100001SR9,,Y,Y,Y,Y,Y,,Y,,,,,,
02203,BRAINHOLE TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG1300A1058,,Y,,Y,,,,Y,,,,,,
02208,GOLDWIND,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000PP1,,Y,Y,Y,,,,Y,,,,,,
02211,UNI HEALTH,Equity,Equity Securities (Main Board),"1,000",USD 0.0010,KYG9302L1023,,Y,,Y,,,,Y,,,,,,
02212,FB MINING,Equity,Equity Securities (Main Board),"20,000",HKD 0.0010,KYG3700E1171,,Y,,Y,,,,Y,,,,,,
02213,YI HUA HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,KYG9844M1134,,Y,,Y,,,,Y,,,,,,
02218,ANDRE JUICE,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000005B7,,Y,,Y,,,,Y,,,,,,
02221,NEW CONCEPTS,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG644671060,,Y,,Y,,,,Y,,,,,,
02222,NVC LIGHTING,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG6700A1004,,Y,Y,Y,,,,Y,,,,,,
02223,CASABLANCA,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG192861063,,Y,,Y,,,,Y,,,,,,
02225,JINHAI INTL,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG5140Y1089,,Y,,Y,,,,Y,,,,,,
02226,HONWORLD GP,Equity,Equity Securities (Main Board),500,USD 0.0005,KYG4598A1004,,Y,,Y,,,,Y,,,,,,
02227,SOLIS HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8274E1044,,Y,,Y,,,,Y,,,,,,
02228,CECEP COSTIN,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,KYG1992K1067,,Y,,Y,,,,Y,,,,,,
02230,MEDIALINK GROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG5958A1013,,Y,,Y,,,,Y,,,,,,
02232,CRYSTAL INTL,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG2701R1011,,Y,Y,Y,,,,Y,,,,,,
02233,WESTCHINACEMENT,Equity,Equity Securities (Main Board),"2,000",GBP 0.0020,JE00B3MW7P88,,Y,Y,Y,,,,Y,,,,,,
02236,WISON ENGRG,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG972301090,,Y,,Y,,,,Y,,,,,,
02238,GAC GROUP,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000Q35,,Y,Y,Y,,Y,Y,Y,,,,,,
02239,SMIT,Equity,Equity Securities (Main Board),"1,000",USD 0.00002,KYG824001054,,Y,,Y,,,,Y,,,,,,
02255,HAICHANG HLDG,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG4231A1031,,Y,Y,Y,,,,Y,,,,,,
02258,WATTS INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG949091014,,Y,,Y,,,,Y,,,,,,
02262,SLD GROUP,Equity,Equity Securities (Main Board),"3,000",HKD 0.0100,KYG8492R1011,,Y,,Y,,,,Y,,,,,,
02266,LAI SI ENT,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5352A1031,,Y,,Y,,,,Y,,,,,,
02268,YOUYUAN HLDGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG987641068,,Y,,Y,,,,Y,,,,,,
02269,WUXI BIO,Equity,Equity Securities (Main Board),500,USD 0.00003,KYG970081090,,Y,Y,Y,,,,Y,,,,,,
02277,HUARONG INV,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG4642V1005,,Y,,Y,,,,Y,,,,,,
02278,HAILAN HLDGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG422991003,,Y,,Y,,,,Y,,,,,,
02280,HC GROUP,Equity,Equity Securities (Main Board),500,HKD 0.1000,,,Y,Y,Y,,,,Y,,,,,,
02281,XINGLU WATER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100002FH5,,Y,,Y,,,,Y,,,,,,
02282,MGM CHINA,Equity,Equity Securities (Main Board),400,HKD 1.0000,KYG607441022,,Y,Y,Y,,Y,,Y,,,,,,
02283,TK GROUP HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG889391069,,Y,,Y,,,,Y,,,,,,
02286,CHEN XING,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG2087W1042,,Y,,Y,,,,Y,,,,,,
02288,RYKADAN CAPITAL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG7750P1046,,Y,,Y,,,,Y,,,,,,
02289,CHARMACY PHAR,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000023D6,,Y,,Y,,,,Y,,,,,,
02292,THING ON ENT,Equity,Equity Securities (Main Board),"2,000",HKD 0.00005,KYG882401097,,Y,,Y,,,,Y,,,,,,
02293,BAMBOOSHEALTH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG072191011,,Y,,Y,,,,Y,,,,,,
02296,HUARCHI GLOBAL,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG464571002,,Y,,Y,,,,Y,,,,,,
02298,COSMO LADY,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG244421080,,Y,Y,Y,,,,Y,,,,,,
02299,BILLION IND,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG110431098,,Y,Y,Y,,,,Y,,,,,,
02300,AMVIG HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG0420V1068,,Y,,Y,,,,Y,,,,,,
02302,CNNC INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG2352X1262,,Y,,Y,,,,Y,,,,,,
02303,HENGXING GOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4404P1019,,Y,Y,Y,,,,Y,,,,,,
02307,KAM HING INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG5213T1013,,Y,,Y,,,,Y,,,,,,
02308,EVOC,Equity,Equity Securities (Main Board),"4,000",RMB 0.1000,CNE1000001P6,,Y,,Y,,,,Y,,,,,,
02309,BIRMINGHAM SPTS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG1132K1159,,Y,,Y,,,,Y,,,,,,
02310,FOREBASE INTL,Equity,Equity Securities (Main Board),"2,000",,HK2310012334,,Y,,Y,,,,Y,,,,,,
02312,CH FIN LEASING,Equity,Investment Companies,"20,000",HKD 0.0200,KYG2153Z1899,,Y,,Y,,,,Y,,,,,,
02313,SHENZHOU INTL,Equity,Equity Securities (Main Board),100,HKD 0.1000,KYG8087W1015,,Y,Y,Y,Y,,,Y,,,,,,
02314,LEE & MAN PAPER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG5427W1309,,Y,Y,Y,,,,Y,,,,,,
02317,VEDAN INT'L,Equity,Equity Securities (Main Board),"4,000",USD 0.0100,KYG9327M1015,,Y,,Y,,,,Y,,,,,,
02318,PING AN,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000003X6,,Y,Y,Y,Y,Y,Y,Y,,,,,,
02319,MENGNIU DAIRY,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG210961051,,Y,Y,Y,Y,Y,,Y,,,,,,
02320,HOP FUNG GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG459991025,,Y,,Y,,,,Y,,,,,,
02322,HK CHAOSHANG GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.0200,BMG4584L1028,,Y,Y,Y,,,,Y,,,,,,
02323,HKBRIDGE FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG451591033,,Y,,Y,,,,Y,,,,,,
02324,CAPITAL VC,Equity,Investment Companies,"20,000",HKD 0.0250,KYG1889C1915,,Y,,Y,,,,Y,,,,,,
02326,NPE HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0002,BMG6475L1090,,Y,,Y,,,,Y,,,,,,
02327,MEILLEUREHEALTH,Equity,Equity Securities (Main Board),"6,000",HKD 0.0100,BMG5975D1048,,Y,,Y,,,,Y,,,,,,
02328,PICC P&C,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000593,,Y,Y,Y,Y,Y,Y,Y,,,,,,
02329,GUORUI PPT,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,KYG394071040,,Y,Y,Y,,,,Y,,,,,,
02330,CHINA UPTOWN,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2111Y1008,,Y,,Y,,,,Y,,,,,,
02331,LI NING,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG5496K1242,,Y,Y,Y,,,,Y,,,,,,
02333,GREATWALL MOTOR,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000338,,Y,Y,Y,,Y,Y,Y,,,,,,
02336,HAILIANG INTL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG4233P1081,,Y,,Y,,,,Y,,,,,,
02337,UNITED STRENGTH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG9354A1031,,Y,,Y,,,,Y,,,,,,
02338,WEICHAI POWER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000004L9,,Y,Y,Y,,,,Y,,,,,,
02339,BWI INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG1145N1144,,Y,,Y,,,,Y,,,,,,
